01-09-2020,07:00,EUR,German Trade Balance,Low,20.9B,20.9B,20.6B
01-09-2020,07:30,CHF,Retail Sales y/y,Low,0.5%,0.5%,0.7%
01-09-2020,08:00,CHF,Foreign Currency Reserves,Low,,,783B
01-09-2020,09:00,EUR,Italian Monthly Unemployment Rate,Low,9.8%,9.8%,9.7%
01-09-2020,09:30,GBP,BOE Gov Carney Speaks,High,,,
01-09-2020,10:00,EUR,Unemployment Rate,Low,7.5%,7.5%,7.5%
01-09-2020,10:04,EUR,French 10-y Bond Auction,Low,,,-0.08|2.0
01-09-2020,13:00,USD,FOMC Member Clarida Speaks,Medium,,,
01-09-2020,13:13,CAD,Housing Starts,Low,212K,212K,201K
01-09-2020,13:30,USD,Unemployment Claims,Low,221K,221K,222K
01-09-2020,13:30,CAD,Building Permits m/m,Low,1.0%,1.0%,-1.5%
01-09-2020,14:30,USD,FOMC Member Kashkari Speaks,Medium,,,
01-09-2020,15:30,USD,Natural Gas Storage,Low,-51B,-51B,-58B
01-09-2020,16:30,USD,FOMC Member Williams Speaks,Low,,,
01-09-2020,18:01,USD,30-y Bond Auction,Medium,,,2.31|2.5
01-09-2020,18:45,CAD,BOC Gov Poloz Speaks,High,,,
01-09-2020,19:10,EUR,German Buba President Weidmann Speaks,Low,,,
01-09-2020,21:30,AUD,AIG Services Index,Low,,,53.7
01-09-2020,23:30,JPY,Household Spending y/y,Low,-2.0%,-2.0%,-5.1%
01-10-2020,00:30,AUD,Retail Sales m/m,High,0.4%,0.4%,0.0%
01-10-2020,05:00,JPY,Leading Indicators,Low,90.9%,90.9%,91.8%
01-10-2020,06:45,CHF,Unemployment Rate,Low,2.3%,2.3%,2.3%
01-10-2020,07:45,EUR,French Industrial Production m/m,Low,0.1%,0.1%,0.4%
01-10-2020,09:00,EUR,Italian Industrial Production m/m,Low,0.0%,0.0%,-0.3%
01-10-2020,09:30,GBP,MPC Member Tenreyro Speaks,Low,,,
01-10-2020,13:30,USD,Unemployment Rate,High,3.5%,3.5%,3.5%
01-10-2020,13:30,USD,Average Hourly Earnings m/m,High,0.3%,0.3%,0.2%
01-10-2020,13:30,USD,Non-Farm Employment Change,High,162K,162K,266K
01-10-2020,13:30,CAD,Unemployment Rate,High,5.8%,5.8%,5.9%
01-10-2020,13:30,CAD,Employment Change,High,24.9K,24.9K,-71.2K
01-10-2020,15:00,USD,Final Wholesale Inventories m/m,Low,0.0%,0.0%,0.0%
