ID,NAME,TYPE,CROSS,PERIOD,METHOD,APPLY,SHIFT,MODE,DISPLAY_TYPE, DISPLAY, LEVELTYPE, VALUE1, VALUE2, VALUE3, VALUE4,LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9
19,FIBOSTOPLOSSLEVEL,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,VOLUME,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,120,--,--,--,--,--,--,--,--,80,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--
23,VOLUME_UP,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,VOLUME_DOWN,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,PROGRESS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,NEWS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,RSI_20,RSI,,20,0,0,0,0,0,1,0,0,0,0,0,80,80,80,80,80,80,80,80,80,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
51,EMA_34,MA,,34,1,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
52,F_TRIX,CUSTOM,S_TRIX,PG_THV_Trix,0,0,0,0,0,1,0,4,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
53,S_TRIX,CUSTOM,,PG_THV_Trix,0,0,0,0,0,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
55,MA_34,MA,EMA_34,34,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
56,M_MACD,MACD,S_MACD,12,26,0,9,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
57,S_MACD,MACD,M_MACD,12,26,0,9,1,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
59,ATR_1,ATR,,1,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
60,EMA_4,MA,,4,1,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
61,RSI_2,RSI,,2,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,95,95,95,95,95,95,95,95,95,50,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,--,--,--
62,MA_200,MA,,200,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
65,VELOCITY,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,1,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
63,ACCELERATION,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,2,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
64,SAR,SAR,,0.02,0.2,0,0,0,2,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
66,MA_144,MA,,144,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
67,WPR_14,WPR,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,-20,-20,-20,-20,-20,-20,-20,-20,-20,-50,-50,-50,-50,-50,-50,-50,-50,-50,-80,-80,-80,-80,-80,-80,-80,-80,-80,--,--,--,--,--,--,--,--,--
68,EMA_5,MA,,5,1,5,2,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
69,GENESIS,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
70,TVI,CUSTOM,,PG_TVI,0,0,0,0,2,1,0,5,10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
71,GANHILO,CUSTOM,,PG_GEN_GannHiLo-Histo,0,0,0,0,2,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
72,STOCHA_S,STOCHASTIC,STOCHA_M,5,0,0,3,1,0,1,0,3,0,0,0,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20
73,STOCHA_M,STOCHASTIC,STOCHA_S,5,0,0,3,0,0,1,0,3,0,0,0,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20
74,CCI,CCI,,20,0,5,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,--,--,--,--,--,--,--,--,--
75,T3_2,CUSTOM,,PG_GEN_T3_2ColorHisto,0,0,0,0,2,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
76,Arrow,CUSTOM,,arrow,0,0,0,0,2,0,0,2,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
77,ATR_14,ATR,,14,0,0,0,0,0,1,1,0,0,0,0,0.00042,0.001,--,--,--,--,--,--,--,0.00024,0.00054,--,--,--,--,--,--,--,0.00012,--,--,--,--,--,--,--,--,8e-005,--,--,--,--,--,--,--,--,4e-005,--,--,--,--,--,--,--,--
78,Force,CUSTOM,,Force_Index,0,0,0,0,0,1,0,0,0,0,1,0.02,--,--,--,1.2,--,--,--,--,0.0004,--,0.02,--,0.8,--,--,--,--,0,0,0,0,0,0,0,0,--,-0.0004,--,-0.02,--,-0.8,--,--,--,--,-0.02,--,--,--,-1.2,--,--,--,--
79,BB_M,BOLLINGER,,20,2,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
80,BB_U,BOLLINGER,,20,2,0,0,1,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
81,BB_L,BOLLINGER,,20,2,0,0,2,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
54,STO_BB,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
58,STO_SAR,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
82,Trendline1,CUSTOM,,trendline,0,0,0,0,0,0,0,4,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
83,Trendline2,CUSTOM,,trendline,0,0,0,0,0,0,0,8,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
84,Singapore_Swing,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
85,RSI_14,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
86,Rainbow_MA_1,CUSTOM,,RainbowMMA_07,0,0,0,0,0,0,0,0,0,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
87,Rainbow_MA_8,CUSTOM,,RainbowMMA_07,0,0,0,0,0,0,0,0,0,0,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
